Trade date,Instrument code,Market code,Quantity,Price,Currency,Amount,Transaction fee,Transaction method
2024-02-05 14:30:13.061000 (UTC),NVDA,NASDAQ,0.03976556,682.5,usd,27.14,0,BUY
2024-03-05 14:30:01.507000 (UTC),ASML,NASDAQ,0.04593264,989.71,usd,45.46,0,BUY
2023-09-03 22:00:12.000192 (UTC),CEN,NZX,11.9760479,8.35,nzd,100,0,BUY
2024-01-08 14:30:12.234000 (UTC),KO,NYSE,0.31173614,59.73,usd,18.62,0,BUY
2024-05-13 02:36:25.830000 (UTC),ILC,ASX,1.52061683,29.83,aud,45.36,0,BUY
2024-04-08 01:26:35.619158 (UTC),CEN,NZX,1.18829095,8.415,nzd,10,0,BUY
2023-10-24 13:30:16.477000 (UTC),META,NASDAQ,0.0441,316.78,usd,13.97,0,BUY
2024-02-05 14:30:25.050000 (UTC),AAPL,NASDAQ,0.09618758,188.07,usd,18.09,0,BUY
2024-02-11 23:53:00.518000 (UTC),ILC,ASX,1.5831643,29.58,aud,46.83,0,BUY
2024-03-04 00:04:09.691000 (UTC),RIO,ASX,0.07489519,124.04,aud,9.29,0,BUY
2024-02-18 23:37:31.899000 (UTC),ILC,ASX,1.56556825,29.74,aud,46.56,0,BUY
2024-02-11 23:51:03.710789 (UTC),STU,NZX,8.54700855,1.17,nzd,10,0,BUY
2024-04-29 03:22:57.748446 (UTC),ANZ,NZX,0.80749354,30.96,nzd,25,0,BUY
2024-04-22 01:51:32.544000 (UTC),IXJ,ASX,0.33748986,135.53,aud,45.74,0,BUY
2023-12-03 23:41:24.607000 (UTC),BSE,ASX,154.0833333,0.12,aud,18.49,0,BUY
2024-07-22 02:09:04.308000 (UTC),ILC,ASX,0.8705806,30.83,aud,26.84,0,BUY
2024-06-10 02:05:13.842352 (UTC),STU,NZX,10.63829787,0.94,nzd,10,0,BUY
2023-10-24 13:30:09.075000 (UTC),AAPL,NASDAQ,0.0807203,173,usd,13.96,0,BUY
2023-10-15 22:33:54.959258 (UTC),23773,FundNZ,15.3078,2.73,nzd,41.79,0,SELL
2025-02-25 14:30:10.843000 (UTC),NVDA,NASDAQ,0.43826447,129.99,usd,56.97,0,BUY
2023-12-03 23:42:52.935920 (UTC),ANZ,NZX,0.94589482,26.43,nzd,25,0,BUY
2021-03-16 13:54:03.455000 (UTC),PLTR,NASDAQ,1,26,usd,26,0.13065,BUY
2023-10-02 13:30:21.400000 (UTC),MSFT,NASDAQ,0.06595179,316.14,usd,20.85,0,BUY
2021-03-04 21:01:26 (UTC),CEN,NZX,1.981507,7.03,nzd,13.93,0.07,BUY
2023-10-29 23:20:47.495000 (UTC),BSE,ASX,107.1764706,0.17,aud,18.22,0,BUY
2023-12-26 14:30:18.548000 (UTC),JNJ,NYSE,0.09632258,155,usd,14.93,0,BUY
2024-01-16 14:30:30.812000 (UTC),AAPL,NASDAQ,0.08165504,182.23,usd,14.88,0,BUY
2023-10-02 13:30:09.668000 (UTC),NVDA,NASDAQ,0.04058135,440.35,usd,17.87,0,BUY
2023-10-15 23:23:16.124000 (UTC),ILC,ASX,1.70575302,27.29,aud,46.55,0,BUY
2023-11-06 14:30:10.839000 (UTC),KO,NYSE,0.31472349,56.78,usd,17.87,0,BUY
2024-05-27 02:04:54.961482 (UTC),CEN,NZX,1.11358575,8.98,nzd,10,0,BUY
2024-06-10 13:30:05.403000 (UTC),QQQ,NASDAQ,0.06567668,461.96,usd,30.34,0,BUY
2023-11-26 23:09:44.229000 (UTC),BSE,ASX,153,0.12,aud,18.36,0,BUY
2023-10-15 23:13:21.296000 (UTC),BSE,ASX,109.5294118,0.17,aud,18.62,0,BUY
2023-11-12 23:25:32.271000 (UTC),ILC,ASX,1.69131715,27.18,aud,45.97,0,BUY
2024-01-19 20:38:04.439000 (UTC),IVW,NYSE,0.58647327,77.5,usd,45.45,0,SELL
2024-07-08 13:30:03.304000 (UTC),ASML,NASDAQ,0.01971874,1083.74,usd,21.37,0,BUY
2024-07-31 01:10:54.184000 (UTC),IXJ,ASX,0.06156063,145.71,aud,8.97,0,BUY
2023-12-10 23:32:00.151027 (UTC),ANZ,NZX,0.94339623,26.5,nzd,25,0,BUY
2024-04-08 13:30:12.468000 (UTC),KO,NYSE,0.06021251,59.29,usd,3.57,0,BUY
2024-07-15 13:30:14.125000 (UTC),QQQ,NASDAQ,0.0460113,496.81,usd,22.86,0,BUY
2024-05-13 13:30:35.720000 (UTC),KO,NYSE,0.05660078,63.25,usd,3.58,0,BUY
2023-10-24 13:30:06.400000 (UTC),PLTR,NASDAQ,0.35487804,16.4,usd,5.82,0,BUY
2024-04-22 13:30:02.526000 (UTC),IXUS,NASDAQ,0.44882973,65.37,usd,29.34,0,BUY
2023-10-09 13:30:11.720000 (UTC),KO,NYSE,0.33661119,52.88,usd,17.8,0,BUY
2024-03-05 14:30:03.738000 (UTC),ASX,NYSE,1.091,10,usd,10.91,0,BUY
2023-10-10 13:30:00.663000 (UTC),META,NASDAQ,0.04689115,319.25,usd,14.97,0,BUY
2024-04-22 13:30:03.357000 (UTC),QQQ,NASDAQ,0.07028218,417.46,usd,29.34,0,BUY
2025-02-11 14:30:08.698000 (UTC),QQQ,NASDAQ,0.10650797,525.97,usd,56.02,0,BUY
2024-06-11 00:20:20.864000 (UTC),IXJ,ASX,0.3260762,141.47,aud,46.13,0,BUY
2024-03-05 14:30:03.162000 (UTC),AAPL,NASDAQ,0.10644651,170.79,usd,18.18,0,BUY
2024-02-05 14:30:17.986000 (UTC),MSFT,NASDAQ,0.04416935,409.56,usd,18.09,0,BUY
2024-01-28 23:39:45.621906 (UTC),CEN,NZX,1.22100122,8.19,nzd,10,0,BUY
2024-12-31 14:30:02.519000 (UTC),ASML,NASDAQ,0.0799572,701,usd,56.05,0,BUY
2024-04-15 13:30:00.887000 (UTC),ASX,NYSE,0.96289592,11.05,usd,10.64,0,BUY
2024-06-17 13:30:06.540000 (UTC),QQQ,NASDAQ,0.06364072,479.41,usd,30.51,0,BUY
2024-06-10 02:19:11.224382 (UTC),ANZ,NZX,0.80282595,31.14,nzd,25,0,BUY
2023-08-29 13:30:01.433000 (UTC),AAPL,NASDAQ,0.3277189,179.67,usd,58.88,1.11874,BUY
2024-06-17 13:30:04.687000 (UTC),JNJ,NYSE,0.06309474,145.02,usd,9.15,0,BUY
2023-12-11 14:30:11.450000 (UTC),NVDA,NASDAQ,0.03844777,474.93,usd,18.26,0,BUY
2024-01-08 14:30:01.173000 (UTC),TM,NYSE,0.07941333,187.5,usd,14.89,0,BUY
2025-06-29 21:59:47.000114 (UTC),CEN,NZX,62.56460617,9.05,nzd,566.21,0,SELL
2023-09-11 00:36:54.411646 (UTC),42033,FundNZ,13.4237,1.639,nzd,22,0,BUY
2024-01-28 23:38:39.720000 (UTC),ILC,ASX,1.56082684,29.51,aud,46.06,0,BUY
2024-03-11 13:30:07.637000 (UTC),META,NASDAQ,0.0370266,497.21,usd,18.41,0,BUY
2024-05-20 13:30:02.225000 (UTC),TM,NYSE,0.03340037,220.31,usd,7.36,0,BUY
2023-10-30 13:30:11.124000 (UTC),QQQ,NASDAQ,0.08297646,347.93,usd,28.87,0,BUY
2024-05-20 13:30:03.113000 (UTC),AAPL,NASDAQ,0.09715389,189.35,usd,18.4,0,BUY
2024-07-22 13:30:01.548000 (UTC),ASX,NYSE,2.18723999,11,usd,24.06,0,BUY
2023-11-27 14:30:08.131000 (UTC),META,NASDAQ,0.04318451,336,usd,14.51,0,BUY
2024-01-08 14:30:06.689000 (UTC),MSFT,NASDAQ,0.0570841,369.63,usd,21.1,0,BUY
2024-07-15 13:30:00.794000 (UTC),IXUS,NASDAQ,0.26064851,70.16,usd,18.29,0,BUY
2024-02-20 14:30:01.705000 (UTC),IXUS,NASDAQ,0.4645216,65.465,usd,30.41,0,BUY
2024-06-17 13:30:06.864000 (UTC),INTC,NASDAQ,0.90597162,30.31,usd,27.46,0,BUY
2023-11-13 14:30:14.868000 (UTC),META,NASDAQ,0.04304107,326.2,usd,14.04,0,BUY
2023-10-30 13:30:11.729000 (UTC),NVDA,NASDAQ,0.04221269,410.54,usd,17.33,0,BUY
2024-05-13 13:30:02.524000 (UTC),QQQ,NASDAQ,0.06737093,443.96,usd,29.91,0,BUY
2023-12-11 14:30:23.546000 (UTC),AAPL,NASDAQ,0.07569164,193.02,usd,14.61,0,BUY
2024-01-14 23:16:49.788744 (UTC),ANZ,NZX,0.89831117,27.83,nzd,25,0,BUY
2023-09-26 13:30:03.428000 (UTC),META,NASDAQ,0.04982194,297.66,usd,14.83,0,BUY
2023-11-27 14:30:20.786000 (UTC),PLTR,NASDAQ,0.31573444,19.13,usd,6.04,0,BUY
2024-03-18 00:06:45.741000 (UTC),ILC,ASX,1.55844595,29.6,aud,46.13,0,BUY
2024-04-29 03:23:46.791296 (UTC),CEN,NZX,1.17233294,8.53,nzd,10,0,BUY
2024-04-15 13:30:10.768000 (UTC),AAPL,NASDAQ,0.10111718,175.44,usd,17.74,0,BUY
2024-05-22 13:30:00.284000 (UTC),NVDA,NASDAQ,0.07578626,954.13,usd,72.31,0,SELL
2023-11-13 14:30:00.486000 (UTC),IXUS,NASDAQ,0.48847695,59.88,usd,29.25,0,BUY
2023-10-30 13:30:01.358000 (UTC),SMH,NASDAQ,0.2084025,138.53,usd,28.87,0,BUY
2024-01-14 23:18:36.985807 (UTC),AIR,NZX,39.0625,0.64,nzd,25,0,BUY
2024-02-27 14:30:01.644000 (UTC),INTC,NASDAQ,0.63823393,43.26,usd,27.61,0,BUY
2023-10-24 13:30:13.992000 (UTC),SMH,NASDAQ,0.20356643,143,usd,29.11,0,BUY
2024-02-18 23:37:05.064341 (UTC),STU,NZX,8.77192983,1.14,nzd,10,0,BUY
2024-03-18 13:30:01.218000 (UTC),ASX,NYSE,0.98394824,11.13,usd,10.95,0,BUY
2024-04-29 13:30:06.536000 (UTC),KO,NYSE,0.05717053,61.92,usd,3.54,0,BUY
2024-05-20 01:42:16.928641 (UTC),ANZ,NZX,0.81274382,30.76,nzd,25,0,BUY
2024-05-28 13:30:09.445000 (UTC),JNJ,NYSE,0.06219769,146.79,usd,9.13,0,BUY
2025-03-14 13:30:07.106000 (UTC),SMH,NASDAQ,0.25395119,223.35,usd,56.72,0,BUY
2024-04-08 13:30:05.148000 (UTC),QQQ,NASDAQ,0.06766184,441.46,usd,29.87,0,BUY
2023-11-19 23:29:17.324000 (UTC),IXJ,ASX,0.36462987,125.36,aud,45.71,0,BUY
2024-01-14 23:16:27.879000 (UTC),BSE,ASX,119.5483871,0.155,aud,18.53,0,BUY
2024-04-22 13:30:03.062000 (UTC),TM,NYSE,0.01542642,228.18,usd,3.52,0,BUY
2024-03-12 13:30:01.443000 (UTC),QQQ,NASDAQ,0.06976691,439.75,usd,30.68,0,BUY
2023-10-15 23:12:17.570676 (UTC),STU,NZX,8.77192983,1.14,nzd,10,0,BUY
2024-03-05 14:30:04.986000 (UTC),MSFT,NASDAQ,0.04392896,413.85,usd,18.18,0,BUY
2023-11-20 14:30:22.432000 (UTC),KO,NYSE,0.313234,57.05,usd,17.87,0,BUY
2024-12-31 14:30:04.603000 (UTC),SMH,NASDAQ,0.22830027,245.51,usd,56.05,0,BUY
2023-08-07 13:30:01.511000 (UTC),AAPL,NASDAQ,0.10776414,182.13,usd,19.63,0.37291,BUY
2023-12-04 14:30:09.055000 (UTC),JNJ,NYSE,0.09373417,158,usd,14.81,0,BUY
2023-11-12 23:27:03.740256 (UTC),AIR,NZX,38.16793893,0.655,nzd,25,0,BUY
2023-11-05 23:33:14.997000 (UTC),ILC,ASX,1.67976496,27.23,aud,45.74,0,BUY
2021-11-09 14:30:06.924000 (UTC),GSBD,NYSE,7.29337604,19.1,usd,139.3,0.69652,BUY
2024-04-29 03:20:52.736000 (UTC),RIO,ASX,0.06873715,131.37,aud,9.03,0,BUY
2024-05-13 13:30:02.274000 (UTC),JNJ,NYSE,0.05978372,150.208,usd,8.98,0,BUY
2024-03-24 23:50:28.076403 (UTC),STU,NZX,9.70873786,1.03,nzd,10,0,BUY
2023-11-06 14:30:01.087000 (UTC),TM,NYSE,0.07526315,190,usd,14.3,0,BUY
2023-09-18 00:14:58.986274 (UTC),23773,FundNZ,2.9923,2.841,nzd,8.5,0,BUY
2021-03-16 21:02:48 (UTC),CEN,NZX,1.658333,7.32,nzd,12.14,0.061,BUY
2025-01-28 14:30:31.875000 (UTC),NVDA,NASDAQ,0.46299031,121.86,usd,56.42,0,BUY
2024-01-14 23:16:03.783000 (UTC),IXJ,ASX,0.34996226,132.5,aud,46.37,0,BUY
2023-10-03 13:30:03.574000 (UTC),AAPL,NASDAQ,0.0858536,172.27,usd,14.79,0,BUY
2023-12-03 23:41:23.162000 (UTC),ILC,ASX,1.64596717,28.02,aud,46.12,0,BUY
2024-01-02 14:30:36.250000 (UTC),KO,NYSE,0.31881591,58.78,usd,18.74,0,BUY
2024-01-08 14:30:53.394000 (UTC),JNJ,NYSE,0.09231818,161.29,usd,14.89,0,BUY
2023-12-10 23:31:49.146976 (UTC),STU,NZX,9.43396226,1.06,nzd,10,0,BUY
2024-02-20 14:30:00.526000 (UTC),ASML,NASDAQ,0.04965163,918.6,usd,45.61,0,BUY
2024-03-18 13:30:03.529000 (UTC),INTC,NASDAQ,0.63552367,43.08,usd,27.38,0,BUY
2022-02-04 14:30:27.004000 (UTC),META,NASDAQ,0.15605916,235.91,usd,36.82,0.18408,BUY
2023-11-12 23:26:39.001249 (UTC),CEN,NZX,1.28865979,7.76,nzd,10,0,BUY
2023-10-15 23:15:31.133130 (UTC),AIR,NZX,35.71428571,0.7,nzd,25,0,BUY
2024-07-22 13:30:07.472000 (UTC),NVDA,NASDAQ,0.35011117,120.26,usd,42.1,0,BUY
2023-12-04 14:30:26.228000 (UTC),META,NASDAQ,0.04671924,317,usd,14.81,0,BUY
2023-11-20 14:30:24.799000 (UTC),SMH,NASDAQ,0.18293506,162.79,usd,29.78,0,BUY
2023-10-30 13:30:07.917000 (UTC),JNJ,NYSE,0.09481461,146.18,usd,13.86,0,BUY
2023-09-03 22:00:12.000192 (UTC),STU,NZX,86.95652174,1.15,nzd,100,0,BUY
2024-03-12 13:30:00.587000 (UTC),IXUS,NASDAQ,0.45539557,67.37,usd,30.68,0,BUY
2024-07-15 13:30:10.036000 (UTC),MSFT,NASDAQ,0.01883279,453.1,usd,8.53,0,BUY
2023-09-07 13:30:00.879000 (UTC),AAPL,NASDAQ,1,175.1,usd,175.1,0,BUY
2024-05-28 13:30:02.070000 (UTC),ASX,NYSE,0.96598771,11.346,usd,10.96,0,BUY
